7,10
9,11
13,16
15,17
19,22
21,23
25,28
27,29
38,40
39,41
43,47
45,48
1008,1009
1010,1011
1014,1015
1016,1017
1020,1021
1022,1023
1026,1027
1028,1029
1032,1033
1034,1035
